Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 14:30:00+00:00,254.91000366210938,255.6750030517578,253.82009887695312,254.22000122070312,2465164,240.125,241.55999755859375,239.52499389648438,239.7490997314453,2440766,218.91000366210938,219.74000549316406,218.625,218.7449951171875,3893057,1182.970947265625,1190.3699951171875,1179.875,1188.25,253120,729.1400146484375,735.409912109375,728.2100219726562,732.6099853515625,1134276
2025-09-30 15:30:00+00:00,254.2100067138672,254.97000122070312,254.16009521484375,254.53509521484375,1531480,239.7449951171875,241.74000549316406,239.59500122070312,241.36500549316406,1914760,218.73500061035156,219.5399932861328,218.6300048828125,219.3300018310547,2497936,1188.4200439453125,1192.8499755859375,1187.0899658203125,1188.7249755859375,139930,732.4400024414062,735.6799926757812,732.400390625,734.1900024414062,860168
2025-09-30 16:30:00+00:00,254.55059814453125,254.6699981689453,253.31170654296875,253.73500061035156,1623333,241.3699951171875,242.0,240.77000427246094,241.08999633789062,1831325,219.3300018310547,219.5399932861328,218.69500732421875,219.25999450683594,2002183,1188.969970703125,1190.85986328125,1184.199951171875,1186.1500244140625,165099,734.2625122070312,734.4199829101562,727.5700073242188,728.3499755859375,729726
2025-09-30 17:30:00+00:00,253.75999450683594,253.99000549316406,253.11000061035156,253.33999633789062,1664288,241.08999633789062,241.57000732421875,240.78219604492188,241.2050018310547,1241808,219.25,219.30999755859375,218.6699981689453,219.24949645996094,1935636,1185.7200927734375,1192.719970703125,1184.9000244140625,1191.6650390625,123599,728.25,732.77001953125,727.8099975585938,731.0,586561
2025-09-30 18:30:00+00:00,253.33999633789062,254.24000549316406,253.27099609375,253.9499969482422,2061307,241.19000244140625,242.6649932861328,241.13999938964844,242.59669494628906,1581947,219.22000122070312,219.61500549316406,219.02499389648438,219.5968017578125,2072056,1191.8299560546875,1195.25,1189.4300537109375,1195.239990234375,221456,731.0399780273438,733.6099853515625,730.5800170898438,733.4000244140625,616402
2025-09-30 19:30:00+00:00,253.9600067138672,255.17999267578125,253.80999755859375,254.55999755859375,3030681,242.5749969482422,243.27000427246094,242.3800048828125,243.08999633789062,2510962,219.59500122070312,220.19000244140625,219.2899932861328,219.55999755859375,3220628,1195.0400390625,1199.739990234375,1193.5001220703125,1199.030029296875,304696,733.3300170898438,737.1199951171875,731.8250122070312,734.6199951171875,1462520
2025-10-01 13:30:00+00:00,255.25,258.7900085449219,255.0500030517578,256.1614074707031,9677443,239.0,241.8699951171875,238.7899932861328,240.74000549316406,5444793,217.0,220.1999969482422,216.97999572753906,219.42999267578125,7551407,1168.0,1178.4749755859375,1163.2099609375,1176.47998046875,770808,720.0,721.8499145507812,710.2000122070312,715.52001953125,4819283
2025-10-01 14:30:00+00:00,256.17999267578125,256.2590026855469,255.10000610351562,255.52450561523438,2972074,240.74000549316406,241.1199951171875,239.8300018310547,240.75,2620289,219.4405975341797,219.97000122070312,218.88999938964844,219.2386932373047,3122450,1177.2950439453125,1179.0,1165.300048828125,1168.3800048828125,391377,715.5800170898438,717.239990234375,713.6528930664062,715.3599853515625,1607536
2025-10-01 15:30:00+00:00,255.5301055908203,256.9200134277344,255.50999450683594,256.1600036621094,2338742,240.73989868164062,243.4770050048828,240.73989868164062,243.14999389648438,2033231,219.25,221.49000549316406,219.24000549316406,221.14999389648438,3695768,1168.5150146484375,1170.9898681640625,1167.0,1168.4000244140625,266844,715.39501953125,718.239990234375,712.7000122070312,717.875,1616771
2025-10-01 16:30:00+00:00,256.1636047363281,256.8298034667969,255.85499572753906,256.1404113769531,1826687,243.13999938964844,244.22000122070312,243.13999938964844,244.0500030517578,1284254,221.16000366210938,222.05499267578125,220.86000061035156,221.5399932861328,2567744,1168.0999755859375,1176.0,1168.0999755859375,1175.2950439453125,214963,717.8699951171875,721.25,717.0750122070312,721.1199951171875,1024939
2025-10-01 17:30:00+00:00,256.1650085449219,256.6859130859375,256.05999755859375,256.4849853515625,10115926,244.0500030517578,244.94000244140625,243.19509887695312,244.8699951171875,7540505,221.5399932861328,222.14999389648438,221.30999755859375,221.9600067138672,10884248,1174.91015625,1177.2099609375,1171.4599609375,1175.4000244140625,1222900,721.0599975585938,721.4000244140625,716.8300170898438,718.780029296875,6169554
2025-10-01 18:30:00+00:00,256.4800109863281,256.94000244140625,255.8699951171875,255.94000244140625,2751615,244.8699951171875,245.89999389648438,244.7563018798828,245.80999755859375,2810641,221.9550018310547,222.0399932861328,220.72000122070312,220.875,3702188,1175.4139404296875,1176.2850341796875,1170.010009765625,1170.510009765625,345493,718.719970703125,721.2750244140625,717.6500244140625,719.2999877929688,1428818
2025-10-01 19:30:00+00:00,255.94000244140625,256.1400146484375,255.27999877929688,255.41000366210938,4879162,245.82000732421875,246.3000030517578,244.61500549316406,244.85000610351562,3834348,220.8800048828125,220.8800048828125,219.93099975585938,220.60000610351562,4067006,1170.7900390625,1171.8199462890625,1166.6400146484375,1170.8900146484375,491709,719.3162841796875,719.530029296875,716.380126953125,717.3300170898438,1648270
2025-10-02 13:30:00+00:00,256.5899963378906,257.29998779296875,254.14999389648438,256.2200927734375,11570169,245.3350067138672,246.80999755859375,243.89999389648438,245.20489501953125,5844011,220.9499969482422,221.22999572753906,218.94900512695312,220.69009399414062,10966738,1161.3800048828125,1161.5849609375,1134.0,1141.0350341796875,1856805,722.625,727.77001953125,720.1500244140625,721.9099731445312,3508021
2025-10-02 14:30:00+00:00,256.2300109863281,257.6400146484375,255.97000122070312,257.1650085449219,4800305,245.22000122070312,245.75,242.30499267578125,243.77999877929688,4621875,220.69500732421875,220.83999633789062,219.8800048828125,220.52999877929688,4717217,1140.655029296875,1153.7950439453125,1135.699951171875,1153.6400146484375,823368,722.0,722.9400024414062,718.9838256835938,719.9000244140625,1320266
2025-10-02 15:30:00+00:00,257.1499938964844,258.17999267578125,256.72100830078125,257.3450012207031,4388406,243.77000427246094,244.58999633789062,243.5,243.78500366210938,2743284,220.5,222.35499572753906,220.32000732421875,222.2899932861328,4589890,1154.0,1159.8900146484375,1153.1600341796875,1155.010009765625,546902,719.7100219726562,721.1199951171875,718.1400146484375,720.7100219726562,1033010
2025-10-02 16:30:00+00:00,257.3450012207031,257.8226013183594,257.1138916015625,257.4100036621094,2290319,243.78500366210938,244.1094970703125,243.0749969482422,243.7100067138672,1499426,222.27999877929688,222.7100067138672,221.75999450683594,222.47000122070312,3852401,1155.0999755859375,1159.7498779296875,1153.0,1158.739990234375,246066,720.8099975585938,724.6799926757812,720.2296142578125,724.5700073242188,865045
2025-10-02 17:30:00+00:00,257.3900146484375,257.9100036621094,257.0299987792969,257.8800048828125,2476632,243.6999969482422,244.44500732421875,243.49000549316406,244.44000244140625,1332305,222.47439575195312,222.80999755859375,221.94000244140625,221.97000122070312,3294106,1158.75,1162.35986328125,1157.110107421875,1161.083740234375,284237,724.5,726.89501953125,724.228515625,725.948974609375,1160011
2025-10-02 18:30:00+00:00,257.8699951171875,258.1600036621094,257.375,257.510009765625,4612702,244.43699645996094,245.0500030517578,244.1699981689453,244.8699951171875,1753942,221.97390747070312,222.36000061035156,221.7899932861328,221.9149932861328,3443377,1160.7349853515625,1162.4300537109375,1159.0001220703125,1161.610107421875,227304,725.8599853515625,726.8900146484375,724.4199829101562,725.1799926757812,990564
2025-10-02 19:30:00+00:00,257.510009765625,257.875,256.8800048828125,257.1400146484375,5100991,244.8699951171875,245.6999969482422,243.66000366210938,245.6999969482422,3858750,221.91000366210938,222.5,221.3800048828125,222.41000366210938,4159541,1161.956298828125,1163.219970703125,1160.0,1162.300048828125,343776,725.1699829101562,727.2000122070312,724.7301025390625,727.0599975585938,1162541
2025-10-03 13:30:00+00:00,254.6649932861328,259.0400085449219,253.9600067138672,257.8500061035156,16311886,244.49000549316406,245.42909240722656,241.65499877929688,242.02000427246094,7263098,223.42999267578125,224.1999969482422,222.38009643554688,223.49000549316406,9921437,1165.280029296875,1168.0,1150.0,1151.2349853515625,738766,729.489990234375,731.0,715.8499755859375,718.510009765625,4319154
2025-10-03 14:30:00+00:00,257.8599853515625,258.739990234375,257.5199890136719,258.510009765625,4452948,242.02999877929688,244.52000427246094,241.82000732421875,244.49000549316406,4411735,223.47000122070312,223.64300537109375,222.43499755859375,222.5863037109375,4115066,1151.300048828125,1157.5,1143.219970703125,1155.545654296875,550198,718.5,720.6900024414062,718.0800170898438,719.8200073242188,1590767
2025-10-03 15:30:00+00:00,258.4930114746094,259.239990234375,258.2571105957031,258.5487060546875,4828730,244.51499938964844,245.7799072265625,243.39500427246094,245.64999389648438,3207115,222.5850067138672,223.0399932861328,222.11000061035156,222.1800994873047,4085219,1155.6175537109375,1162.1600341796875,1155.24755859375,1157.66015625,322033,719.7100219726562,720.1799926757812,715.0399780273438,719.8200073242188,2010443
2025-10-03 16:30:00+00:00,258.5400085449219,258.92999267578125,258.1199951171875,258.30999755859375,3408741,245.63999938964844,246.3000030517578,243.8300018310547,245.08900451660156,3010947,222.18850708007812,222.4152069091797,220.3800048828125,220.38999938964844,5260872,1157.81005859375,1159.9898681640625,1154.530029296875,1155.1600341796875,211062,719.8195190429688,720.010009765625,714.4199829101562,714.8400268554688,1541721
2025-10-03 17:30:00+00:00,258.29998779296875,258.5899963378906,256.9599914550781,258.3699951171875,5459239,245.05999755859375,245.61500549316406,244.55999755859375,245.33999633789062,1967432,220.3800048828125,220.6649932861328,219.7989959716797,220.21310424804688,5025793,1155.3299560546875,1157.4000244140625,1151.748046875,1155.0050048828125,223111,714.8800048828125,715.9199829101562,712.5,714.2999877929688,1518033
2025-10-03 18:30:00+00:00,258.3699951171875,258.5849914550781,257.8500061035156,257.9200134277344,3050327,245.36000061035156,245.44000244140625,244.02999877929688,244.3300018310547,1797396,220.24000549316406,220.27999877929688,219.47999572753906,219.64999389648438,4856126,1155.0,1158.0,1152.1300048828125,1152.1300048828125,268000,714.280029296875,716.0399780273438,713.1799926757812,714.10498046875,1368948
2025-10-03 19:30:00+00:00,257.9200134277344,258.260009765625,257.40350341796875,258.0150146484375,4468054,244.32000732421875,245.47999572753906,244.1652069091797,245.4499969482422,3434952,219.66000366210938,219.97500610351562,219.33999633789062,219.49000549316406,4725203,1152.010009765625,1154.0,1151.300048828125,1153.3199462890625,283459,714.135009765625,715.25,710.1799926757812,710.4099731445312,2031619
